radii: inner=1 outer=2
coef: static=1 dynamic=1 restitution=1
ic's: radial=0 radv=0
    : latitude=0 latv=0
    : longitude=0 longv=0
    : sphere angvel=10 0 0

 cond     time     rad      radv   com_x   com_y   com_z  angv_1  angv_2    angv_3     energy
 FREE  0.00000  0.0000    0.0000  0.0000  0.0000  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.02000 -0.0020   -0.1960  0.0000 -0.0020  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.04000 -0.0078   -0.3920  0.0000 -0.0078  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.06000 -0.0176   -0.5880  0.0000 -0.0176  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.08000 -0.0314   -0.7840  0.0000 -0.0314  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.10000 -0.0490   -0.9800  0.0000 -0.0490  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.12000 -0.0706   -1.1760  0.0000 -0.0706  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.14000 -0.0960   -1.3720  0.0000 -0.0960  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.16000 -0.1254   -1.5680  0.0000 -0.1254  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.18000 -0.1588   -1.7640  0.0000 -0.1588  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.20000 -0.1960   -1.9600  0.0000 -0.1960  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.22000 -0.2372   -2.1560  0.0000 -0.2372  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.24000 -0.2822   -2.3520  0.0000 -0.2822  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.26000 -0.3312   -2.5480  0.0000 -0.3312  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.28000 -0.3842   -2.7440  0.0000 -0.3842  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.30000 -0.4410   -2.9400  0.0000 -0.4410  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.32000 -0.5018   -3.1360  0.0000 -0.5018  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.34000 -0.5664   -3.3320  0.0000 -0.5664  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.36000 -0.6350   -3.5280  0.0000 -0.6350  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.38000 -0.7076   -3.7240  0.0000 -0.7076  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.40000 -0.7840   -3.9200  0.0000 -0.7840  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.42000 -0.8644   -4.1160  0.0000 -0.8644  0.0000 10.0000  0.0000    0.0000   39.60000
 FREE  0.44000 -0.9486   -4.3120  0.0000 -0.9486  0.0000 10.0000  0.0000    0.0000   39.60000
*FREE  0.45175 -1.0000    4.4272  0.0000 -1.0000  0.0000  2.8571  0.0000    0.0000   25.31429
 FREE  0.46000 -0.9641    4.2753  0.0000 -0.9638  0.0236  2.8571  0.0000    0.0000   25.31429
 FREE  0.48000 -0.8826    3.8717  0.0000 -0.8789  0.0807  2.8571  0.0000    0.0000   25.31429
 FREE  0.50000 -0.8096    3.4102  0.0000 -0.7978  0.1378  2.8571  0.0000    0.0000   25.31429
 FREE  0.52000 -0.7466    2.8817  0.0000 -0.7207  0.1950  2.8571  0.0000    0.0000   25.31429
 FREE  0.54000 -0.6948    2.2828  0.0000 -0.6475  0.2521  2.8571  0.0000    0.0000   25.31429
 FREE  0.56000 -0.6557    1.6208  0.0000 -0.5782  0.3093  2.8571  0.0000    0.0000   25.31429
 FREE  0.58000 -0.6303    0.9185  0.0000 -0.5128  0.3664  2.8571  0.0000    0.0000   25.31429
 FREE  0.60000 -0.6190    0.2139  0.0000 -0.4514  0.4236  2.8571  0.0000    0.0000   25.31429
 FREE  0.62000 -0.6214   -0.4493  0.0000 -0.3938  0.4807  2.8571  0.0000    0.0000   25.31429
 FREE  0.64000 -0.6364   -1.0340  0.0000 -0.3402  0.5378  2.8571  0.0000    0.0000   25.31429
 FREE  0.66000 -0.6621   -1.5202  0.0000 -0.2906  0.5950  2.8571  0.0000    0.0000   25.31429
 FREE  0.68000 -0.6966   -1.9052  0.0000 -0.2448  0.6521  2.8571  0.0000    0.0000   25.31429
 FREE  0.70000 -0.7377   -2.1983  0.0000 -0.2029  0.7093  2.8571  0.0000    0.0000   25.31429
 FREE  0.72000 -0.7840   -2.4146  0.0000 -0.1650  0.7664  2.8571  0.0000    0.0000   25.31429
 FREE  0.74000 -0.8339   -2.5699  0.0000 -0.1310  0.8236  2.8571  0.0000    0.0000   25.31429
 FREE  0.76000 -0.8865   -2.6785  0.0000 -0.1009  0.8807  2.8571  0.0000    0.0000   25.31429
 FREE  0.78000 -0.9408   -2.7520  0.0000 -0.0747  0.9378  2.8571  0.0000    0.0000   25.31429
 FREE  0.80000 -0.9964   -2.7997  0.0000 -0.0525  0.9950  2.8571  0.0000    0.0000   25.31429
*FREE  0.80130 -1.0000    2.8021  0.0000 -0.0512  0.9987  1.6354  0.0000    0.0000   24.89631
 FREE  0.82000 -0.9481    2.7472  0.0000 -0.0197  0.9479  1.6354  0.0000    0.0000   24.89631
 FREE  0.84000 -0.8937    2.6985  0.0000  0.0102  0.8936  1.6354  0.0000    0.0000   24.89631
 FREE  0.86000 -0.8401    2.6604  0.0000  0.0362  0.8393  1.6354  0.0000    0.0000   24.89631
 FREE  0.88000 -0.7872    2.6328  0.0000  0.0583  0.7850  1.6354  0.0000    0.0000   24.89631
 FREE  0.90000 -0.7347    2.6158  0.0000  0.0764  0.7307  1.6354  0.0000    0.0000   24.89631
 FREE  0.92000 -0.6825    2.6092  0.0000  0.0907  0.6764  1.6354  0.0000    0.0000   24.89631
 FREE  0.94000 -0.6303    2.6128  0.0000  0.1010  0.6221  1.6354  0.0000    0.0000   24.89631
 FREE  0.96000 -0.5779    2.6264  0.0000  0.1074  0.5678  1.6354  0.0000    0.0000   24.89631
 FREE  0.98000 -0.5252    2.6494  0.0000  0.1098  0.5136  1.6354  0.0000    0.0000   24.89631
 FREE  1.00000 -0.4719    2.6814  0.0000  0.1084  0.4593  1.6354  0.0000    0.0000   24.89631
 FREE  1.02000 -0.4179    2.7213  0.0000  0.1030  0.4050  1.6354  0.0000    0.0000   24.89631
 FREE  1.04000 -0.3630    2.7680  0.0000  0.0937  0.3507  1.6354  0.0000    0.0000   24.89631
 FREE  1.06000 -0.3071    2.8187  0.0000  0.0805  0.2964  1.6354  0.0000    0.0000   24.89631
 FREE  1.08000 -0.2502    2.8680  0.0000  0.0634  0.2421  1.6354  0.0000    0.0000   24.89631
 FREE  1.10000 -0.1925    2.9012  0.0000  0.0423  0.1878  1.6354  0.0000    0.0000   24.89631
 FREE  1.12000 -0.1346    2.8655  0.0000  0.0173  0.1335  1.6354  0.0000    0.0000   24.89631
 FREE  1.14000 -0.0800    2.4634  0.0000 -0.0116  0.0792  1.6354  0.0000    0.0000   24.89631
 FREE  1.16000 -0.0509   -0.1877  0.0000 -0.0444  0.0249  1.6354  0.0000    0.0000   24.89631
 FREE  1.18000 -0.0863   -2.7438  0.0000 -0.0811 -0.0294  1.6354  0.0000    0.0000   24.89631
 FREE  1.20000 -0.1477   -3.2936  0.0000 -0.1218 -0.0837  1.6354  0.0000    0.0000   24.89631
 FREE  1.22000 -0.2161   -3.5240  0.0000 -0.1663 -0.1380  1.6354  0.0000    0.0000   24.89631
 FREE  1.24000 -0.2883   -3.6902  0.0000 -0.2148 -0.1923  1.6354  0.0000    0.0000   24.89631
 FREE  1.26000 -0.3636   -3.8390  0.0000 -0.2672 -0.2466  1.6354  0.0000    0.0000   24.89631
 FREE  1.28000 -0.4418   -3.9831  0.0000 -0.3236 -0.3009  1.6354  0.0000    0.0000   24.89631
 FREE  1.30000 -0.5229   -4.1269  0.0000 -0.3838 -0.3552  1.6354  0.0000    0.0000   24.89631
 FREE  1.32000 -0.6069   -4.2723  0.0000 -0.4480 -0.4095  1.6354  0.0000    0.0000   24.89631
 FREE  1.34000 -0.6938   -4.4198  0.0000 -0.5161 -0.4637  1.6354  0.0000    0.0000   24.89631
 FREE  1.36000 -0.7837   -4.5699  0.0000 -0.5881 -0.5180  1.6354  0.0000    0.0000   24.89631
 FREE  1.38000 -0.8767   -4.7224  0.0000 -0.6640 -0.5723  1.6354  0.0000    0.0000   24.89631
 FREE  1.40000 -0.9726   -4.8776  0.0000 -0.7439 -0.6266  1.6354  0.0000    0.0000   24.89631
*FREE  1.40558 -1.0000    4.9213  0.0000 -0.7669 -0.6418  0.8805  0.0000    0.0000   24.73677
 FREE  1.42000 -0.9299    4.7985  0.0000 -0.7216 -0.5865  0.8805  0.0000    0.0000   24.73677
 FREE  1.44000 -0.8358    4.6141  0.0000 -0.6622 -0.5098  0.8805  0.0000    0.0000   24.73677
 FREE  1.46000 -0.7455    4.4051  0.0000 -0.6068 -0.4332  0.8805  0.0000    0.0000   24.73677
 FREE  1.48000 -0.6598    4.1579  0.0000 -0.5552 -0.3565  0.8805  0.0000    0.0000   24.73677
 FREE  1.50000 -0.5796    3.8507  0.0000 -0.5076 -0.2798  0.8805  0.0000    0.0000   24.73677
 FREE  1.52000 -0.5064    3.4502  0.0000 -0.4639 -0.2032  0.8805  0.0000    0.0000   24.73677
 FREE  1.54000 -0.4425    2.9084  0.0000 -0.4241 -0.1265  0.8805  0.0000    0.0000   24.73677
 FREE  1.56000 -0.3914    2.1697  0.0000 -0.3882 -0.0498  0.8805  0.0000    0.0000   24.73677
 FREE  1.58000 -0.3573    1.2071  0.0000 -0.3563  0.0269  0.8805  0.0000    0.0000   24.73677
 FREE  1.60000 -0.3442    0.0899  0.0000 -0.3282  0.1035  0.8805  0.0000    0.0000   24.73677
 FREE  1.62000 -0.3535   -1.0015  0.0000 -0.3041  0.1802  0.8805  0.0000    0.0000   24.73677
 FREE  1.64000 -0.3829   -1.8961  0.0000 -0.2839  0.2569  0.8805  0.0000    0.0000   24.73677
 FREE  1.66000 -0.4277   -2.5423  0.0000 -0.2676  0.3336  0.8805  0.0000    0.0000   24.73677
 FREE  1.68000 -0.4832   -2.9803  0.0000 -0.2553  0.4102  0.8805  0.0000    0.0000   24.73677
 FREE  1.70000 -0.5459   -3.2730  0.0000 -0.2469  0.4869  0.8805  0.0000    0.0000   24.73677
 FREE  1.72000 -0.6135   -3.4714  0.0000 -0.2423  0.5636  0.8805  0.0000    0.0000   24.73677
 FREE  1.74000 -0.6844   -3.6107  0.0000 -0.2417  0.6403  0.8805  0.0000    0.0000   24.73677
 FREE  1.76000 -0.7577   -3.7131  0.0000 -0.2451  0.7169  0.8805  0.0000    0.0000   24.73677
 FREE  1.78000 -0.8327   -3.7929  0.0000 -0.2523  0.7936  0.8805  0.0000    0.0000   24.73677
 FREE  1.80000 -0.9093   -3.8594  0.0000 -0.2635  0.8703  0.8805  0.0000    0.0000   24.73677
 FREE  1.82000 -0.9871   -3.9184  0.0000 -0.2786  0.9469  0.8805  0.0000    0.0000   24.73677
*FREE  1.82330 -1.0000    3.9277  0.0000 -0.2814  0.9596  0.4159  0.0000    0.0000   24.67632
 FREE  1.84000 -0.9348    3.8800  0.0000 -0.2577  0.8986  0.4159  0.0000    0.0000   24.67632
 FREE  1.86000 -0.8577    3.8255  0.0000 -0.2328  0.8255  0.4159  0.0000    0.0000   24.67632
 FREE  1.88000 -0.7818    3.7723  0.0000 -0.2119  0.7525  0.4159  0.0000    0.0000   24.67632
 FREE  1.90000 -0.7069    3.7179  0.0000 -0.1949  0.6795  0.4159  0.0000    0.0000   24.67632
 FREE  1.92000 -0.6331    3.6580  0.0000 -0.1818  0.6064  0.4159  0.0000    0.0000   24.67632
 FREE  1.94000 -0.5606    3.5856  0.0000 -0.1726  0.5334  0.4159  0.0000    0.0000   24.67632
 FREE  1.96000 -0.4898    3.4884  0.0000 -0.1673  0.4604  0.4159  0.0000    0.0000   24.67632
 FREE  1.98000 -0.4214    3.3443  0.0000 -0.1660  0.3873  0.4159  0.0000    0.0000   24.67632
 FREE  2.00000 -0.3566    3.1107  0.0000 -0.1686  0.3143  0.4159  0.0000    0.0000   24.67632
 FREE  2.02000 -0.2981    2.7069  0.0000 -0.1751  0.2412  0.4159  0.0000    0.0000   24.67632
 FREE  2.04000 -0.2504    1.9942  0.0000 -0.1855  0.1682  0.4159  0.0000    0.0000   24.67632
 FREE  2.06000 -0.2214    0.8339  0.0000 -0.1999  0.0952  0.4159  0.0000    0.0000   24.67632
 FREE  2.08000 -0.2192   -0.6375  0.0000 -0.2181  0.0221  0.4159  0.0000    0.0000   24.67632
 FREE  2.10000 -0.2456   -1.9379  0.0000 -0.2403 -0.0509  0.4159  0.0000    0.0000   24.67632
 FREE  2.12000 -0.2938   -2.8127  0.0000 -0.2664 -0.1239  0.4159  0.0000    0.0000   24.67632
 FREE  2.14000 -0.3559   -3.3531  0.0000 -0.2964 -0.1970  0.4159  0.0000    0.0000   24.67632
 FREE  2.16000 -0.4267   -3.7010  0.0000 -0.3304 -0.2700  0.4159  0.0000    0.0000   24.67632
 FREE  2.18000 -0.5033   -3.9462  0.0000 -0.3683 -0.3431  0.4159  0.0000    0.0000   24.67632
 FREE  2.20000 -0.5842   -4.1364  0.0000 -0.4100 -0.4161  0.4159  0.0000    0.0000   24.67632
 FREE  2.22000 -0.6685   -4.2965  0.0000 -0.4557 -0.4891  0.4159  0.0000    0.0000   24.67632
 FREE  2.24000 -0.7559   -4.4401  0.0000 -0.5054 -0.5622  0.4159  0.0000    0.0000   24.67632
 FREE  2.26000 -0.8461   -4.5749  0.0000 -0.5589 -0.6352  0.4159  0.0000    0.0000   24.67632
 FREE  2.28000 -0.9389   -4.7053  0.0000 -0.6164 -0.7082  0.4159  0.0000    0.0000   24.67632
*FREE  2.29287 -1.0000    4.7882  0.0000 -0.6554 -0.7553  0.0801  0.0000    0.0000   24.64475
 FREE  2.30000 -0.9660    4.7423  0.0000 -0.6337 -0.7291  0.0801  0.0000    0.0000   24.64475
 FREE  2.32000 -0.8725    4.6123  0.0000 -0.5755 -0.6557  0.0801  0.0000    0.0000   24.64475
 FREE  2.34000 -0.7816    4.4784  0.0000 -0.5213 -0.5823  0.0801  0.0000    0.0000   24.64475
 FREE  2.36000 -0.6934    4.3365  0.0000 -0.4709 -0.5090  0.0801  0.0000    0.0000   24.64475
 FREE  2.38000 -0.6082    4.1797  0.0000 -0.4245 -0.4356  0.0801  0.0000    0.0000   24.64475
 FREE  2.40000 -0.5264    3.9961  0.0000 -0.3819 -0.3622  0.0801  0.0000    0.0000   24.64475
 FREE  2.42000 -0.4487    3.7638  0.0000 -0.3433 -0.2888  0.0801  0.0000    0.0000   24.64475
 FREE  2.44000 -0.3764    3.4415  0.0000 -0.3087 -0.2155  0.0801  0.0000    0.0000   24.64475
 FREE  2.46000 -0.3121    2.9524  0.0000 -0.2779 -0.1421  0.0801  0.0000    0.0000   24.64475
 FREE  2.48000 -0.2603    2.1685  0.0000 -0.2511 -0.0687  0.0801  0.0000    0.0000   24.64475
 FREE  2.50000 -0.2282    0.9729  0.0000 -0.2281  0.0047  0.0801  0.0000    0.0000   24.64475
 FREE  2.52000 -0.2232   -0.4843  0.0000 -0.2091  0.0780  0.0801  0.0000    0.0000   24.64475
 FREE  2.54000 -0.2461   -1.7396  0.0000 -0.1941  0.1514  0.0801  0.0000    0.0000   24.64475
 FREE  2.56000 -0.2898   -2.5555  0.0000 -0.1829  0.2248  0.0801  0.0000    0.0000   24.64475
 FREE  2.58000 -0.3461   -3.0270  0.0000 -0.1757  0.2982  0.0801  0.0000    0.0000   24.64475
 FREE  2.60000 -0.4096   -3.2996  0.0000 -0.1723  0.3715  0.0801  0.0000    0.0000   24.64475
 FREE  2.62000 -0.4773   -3.4659  0.0000 -0.1729  0.4449  0.0801  0.0000    0.0000   24.64475
 FREE  2.64000 -0.5478   -3.5759  0.0000 -0.1775  0.5183  0.0801  0.0000    0.0000   24.64475
 FREE  2.66000 -0.6202   -3.6560  0.0000 -0.1859  0.5917  0.0801  0.0000    0.0000   24.64475
 FREE  2.68000 -0.6940   -3.7204  0.0000 -0.1982  0.6650  0.0801  0.0000    0.0000   24.64475
 FREE  2.70000 -0.7689   -3.7775  0.0000 -0.2145  0.7384  0.0801  0.0000    0.0000   24.64475
 FREE  2.72000 -0.8450   -3.8322  0.0000 -0.2347  0.8118  0.0801  0.0000    0.0000   24.64475
 FREE  2.74000 -0.9222   -3.8873  0.0000 -0.2588  0.8852  0.0801  0.0000    0.0000   24.64475
*FREE  2.75986 -1.0000    3.9444  0.0000 -0.2867  0.9580 -0.2514  0.0000    0.0000   24.61399
 FREE  2.76000 -0.9994    3.9440  0.0000 -0.2865  0.9575 -0.2514  0.0000    0.0000   24.61399
 FREE  2.78000 -0.9212    3.8844  0.0000 -0.2707  0.8805 -0.2514  0.0000    0.0000   24.61399
 FREE  2.80000 -0.8441    3.8177  0.0000 -0.2588  0.8034 -0.2514  0.0000    0.0000   24.61399
 FREE  2.82000 -0.7685    3.7381  0.0000 -0.2509  0.7264 -0.2514  0.0000    0.0000   24.61399
 FREE  2.84000 -0.6947    3.6368  0.0000 -0.2468  0.6494 -0.2514  0.0000    0.0000   24.61399
 FREE  2.86000 -0.6233    3.5003  0.0000 -0.2467  0.5724 -0.2514  0.0000    0.0000   24.61399
 FREE  2.88000 -0.5551    3.3069  0.0000 -0.2505  0.4954 -0.2514  0.0000    0.0000   24.61399
 FREE  2.90000 -0.4916    3.0232  0.0000 -0.2582  0.4184 -0.2514  0.0000    0.0000   24.61399
 FREE  2.92000 -0.4351    2.5997  0.0000 -0.2698  0.3413 -0.2514  0.0000    0.0000   24.61399
 FREE  2.94000 -0.3890    1.9746  0.0000 -0.2854  0.2643 -0.2514  0.0000    0.0000   24.61399
 FREE  2.96000 -0.3578    1.1031  0.0000 -0.3048  0.1873 -0.2514  0.0000    0.0000   24.61399
 FREE  2.98000 -0.3463    0.0251  0.0000 -0.3282  0.1103 -0.2514  0.0000    0.0000   24.61399
 FREE  3.00000 -0.3571   -1.0983  0.0000 -0.3555  0.0333 -0.2514  0.0000    0.0000   24.61399
 FREE  3.02000 -0.3892   -2.0818  0.0000 -0.3868 -0.0438 -0.2514  0.0000    0.0000   24.61399
 FREE  3.04000 -0.4389   -2.8435  0.0000 -0.4219 -0.1208 -0.2514  0.0000    0.0000   24.61399
 FREE  3.06000 -0.5016   -3.4036  0.0000 -0.4610 -0.1978 -0.2514  0.0000    0.0000   24.61399
 FREE  3.08000 -0.5740   -3.8167  0.0000 -0.5040 -0.2748 -0.2514  0.0000    0.0000   24.61399
 FREE  3.10000 -0.6536   -4.1320  0.0000 -0.5509 -0.3518 -0.2514  0.0000    0.0000   24.61399
 FREE  3.12000 -0.7389   -4.3844  0.0000 -0.6017 -0.4288 -0.2514  0.0000    0.0000   24.61399
 FREE  3.14000 -0.8287   -4.5965  0.0000 -0.6565 -0.5059 -0.2514  0.0000    0.0000   24.61399
 FREE  3.16000 -0.9226   -4.7828  0.0000 -0.7151 -0.5829 -0.2514  0.0000    0.0000   24.61399
*FREE  3.17596 -1.0000    4.9191  0.0000 -0.7647 -0.6443 -0.7082  0.0000    0.0000   24.55555
 FREE  3.18000 -0.9802    4.8869  0.0000 -0.7478 -0.6337 -0.7082  0.0000    0.0000   24.55555
 FREE  3.20000 -0.8840    4.7287  0.0000 -0.6662 -0.5812 -0.7082  0.0000    0.0000   24.55555
 FREE  3.22000 -0.7910    4.5731  0.0000 -0.5885 -0.5286 -0.7082  0.0000    0.0000   24.55555
 FREE  3.24000 -0.7011    4.4204  0.0000 -0.5147 -0.4760 -0.7082  0.0000    0.0000   24.55555
 FREE  3.26000 -0.6142    4.2706  0.0000 -0.4448 -0.4235 -0.7082  0.0000    0.0000   24.55555
 FREE  3.28000 -0.5302    4.1241  0.0000 -0.3789 -0.3709 -0.7082  0.0000    0.0000   24.55555
 FREE  3.30000 -0.4492    3.9808  0.0000 -0.3169 -0.3184 -0.7082  0.0000    0.0000   24.55555
 FREE  3.32000 -0.3710    3.8408  0.0000 -0.2588 -0.2658 -0.7082  0.0000    0.0000   24.55555
 FREE  3.34000 -0.2955    3.7037  0.0000 -0.2046 -0.2132 -0.7082  0.0000    0.0000   24.55555
 FREE  3.36000 -0.2228    3.5679  0.0000 -0.1544 -0.1607 -0.7082  0.0000    0.0000   24.55555
 FREE  3.38000 -0.1529    3.4271  0.0000 -0.1081 -0.1081 -0.7082  0.0000    0.0000   24.55555
 FREE  3.40000 -0.0860    3.2416  0.0000 -0.0656 -0.0556 -0.7082  0.0000    0.0000   24.55555
 FREE  3.42000 -0.0273    2.1042  0.0000 -0.0272 -0.0030 -0.7082  0.0000    0.0000   24.55555
 FREE  3.44000 -0.0501   -2.8404  0.0000  0.0074  0.0496 -0.7082  0.0000    0.0000   24.55555
 FREE  3.46000 -0.1090   -2.9636  0.0000  0.0381  0.1021 -0.7082  0.0000    0.0000   24.55555
 FREE  3.48000 -0.1677   -2.9025  0.0000  0.0648  0.1547 -0.7082  0.0000    0.0000   24.55555
 FREE  3.50000 -0.2250   -2.8265  0.0000  0.0876  0.2072 -0.7082  0.0000    0.0000   24.55555
 FREE  3.52000 -0.2808   -2.7527  0.0000  0.1065  0.2598 -0.7082  0.0000    0.0000   24.55555
 FREE  3.54000 -0.3351   -2.6851  0.0000  0.1215  0.3124 -0.7082  0.0000    0.0000   24.55555
 FREE  3.56000 -0.3882   -2.6253  0.0000  0.1325  0.3649 -0.7082  0.0000    0.0000   24.55555
 FREE  3.58000 -0.4402   -2.5742  0.0000  0.1397  0.4175 -0.7082  0.0000    0.0000   24.55555
 FREE  3.60000 -0.4913   -2.5326  0.0000  0.1429  0.4700 -0.7082  0.0000    0.0000   24.55555
 FREE  3.62000 -0.5416   -2.5008  0.0000  0.1422  0.5226 -0.7082  0.0000    0.0000   24.55555
 FREE  3.64000 -0.5914   -2.4793  0.0000  0.1375  0.5752 -0.7082  0.0000    0.0000   24.55555
 FREE  3.66000 -0.6408   -2.4684  0.0000  0.1290  0.6277 -0.7082  0.0000    0.0000   24.55555
 FREE  3.68000 -0.6902   -2.4684  0.0000  0.1165  0.6803 -0.7082  0.0000    0.0000   24.55555
 FREE  3.70000 -0.7396   -2.4796  0.0000  0.1001  0.7328 -0.7082  0.0000    0.0000   24.55555
 FREE  3.72000 -0.7894   -2.5019  0.0000  0.0798  0.7854 -0.7082  0.0000    0.0000   24.55555
 FREE  3.74000 -0.8398   -2.5355  0.0000  0.0556  0.8379 -0.7082  0.0000    0.0000   24.55555
 FREE  3.76000 -0.8909   -2.5803  0.0000  0.0275  0.8905 -0.7082  0.0000    0.0000   24.55555
 FREE  3.78000 -0.9431   -2.6363  0.0000 -0.0046  0.9431 -0.7082  0.0000    0.0000   24.55555
 FREE  3.80000 -0.9965   -2.7031  0.0000 -0.0406  0.9956 -0.7082  0.0000    0.0000   24.55555
*FREE  3.80131 -1.0000    2.7079  0.0000 -0.0431  0.9991 -1.4846  0.0000    0.0000   24.38676
 FREE  3.82000 -0.9499    2.6469  0.0000 -0.0704  0.9473 -1.4846  0.0000    0.0000   24.38676
 FREE  3.84000 -0.8979    2.5501  0.0000 -0.1033  0.8919 -1.4846  0.0000    0.0000   24.38676
 FREE  3.86000 -0.8482    2.4103  0.0000 -0.1402  0.8365 -1.4846  0.0000    0.0000   24.38676
 FREE  3.88000 -0.8018    2.2154  0.0000 -0.1810  0.7812 -1.4846  0.0000    0.0000   24.38676
 FREE  3.90000 -0.7600    1.9515  0.0000 -0.2257  0.7258 -1.4846  0.0000    0.0000   24.38676
 FREE  3.92000 -0.7243    1.6050  0.0000 -0.2743  0.6704 -1.4846  0.0000    0.0000   24.38676
 FREE  3.94000 -0.6965    1.1661  0.0000 -0.3269  0.6150 -1.4846  0.0000    0.0000   24.38676
 FREE  3.96000 -0.6783    0.6335  0.0000 -0.3833  0.5596 -1.4846  0.0000    0.0000   24.38676
 FREE  3.98000 -0.6717    0.0192  0.0000 -0.4437  0.5042 -1.4846  0.0000    0.0000   24.38676
 FREE  4.00000 -0.6779   -0.6499  0.0000 -0.5081  0.4488 -1.4846  0.0000    0.0000   24.38676
 FREE  4.02000 -0.6978   -1.3371  0.0000 -0.5763  0.3934 -1.4846  0.0000    0.0000   24.38676
 FREE  4.04000 -0.7313   -2.0057  0.0000 -0.6484  0.3381 -1.4846  0.0000    0.0000   24.38676
 FREE  4.06000 -0.7777   -2.6283  0.0000 -0.7245  0.2827 -1.4846  0.0000    0.0000   24.38676
 FREE  4.08000 -0.8360   -3.1904  0.0000 -0.8045  0.2273 -1.4846  0.0000    0.0000   24.38676
 FREE  4.10000 -0.9049   -3.6894  0.0000 -0.8884  0.1719 -1.4846  0.0000    0.0000   24.38676
 FREE  4.12000 -0.9832   -4.1299  0.0000 -0.9763  0.1165 -1.4846  0.0000    0.0000   24.38676
*FREE  4.12403 -1.0000    4.2122  0.0000 -0.9944  0.1054 -2.7321  0.0000    0.0000   23.95103
 FREE  4.14000 -0.9350    3.9235  0.0000 -0.9334  0.0549 -2.7321  0.0000    0.0000   23.95103
